artist_id,name,birthplace
568,Ruth B,"Edmonton, Alberta, Canada"
569,Ryan Hurd,"Chicago, Illinois, U.S."
570,Ryan Lewis,"Spokane, Washington, U.S."
571,Ryan Tedder,"Tulsa, Oklahoma, U.S."
572,Sabi,"Inglewood, California, United States"
573,Sage The Gemini,"San Francisco, California, U.S."
574,SAINt JHN,"Brooklyn, New York, U.S."
575,Sam Hunt,"Cedartown, Georgia, U.S."
576,Sam Smith,"London, England"
577,Sammie,"Boynton Beach, Florida, U.S."
578,Santana,"San Francisco, California"
579,Sara Bareilles,"Eureka, California, U.S."
580,Saving Abel,"Corinth, Mississippi, U.S."
581,Saweetie,"Santa Clara, California, U.S."
582,ScHoolboy Q,"Wiesbaden, West Germany"
583,Sean Garrett,"Atlanta, Georgia, U.S."
584,Sean Kingston,"Miami, Florida, U.S."
585,Sean Paul,"Kingston, Jamaica"
586,Secondhand Serenade,"Menlo Park, California, U.S."
587,Selena Gomez,"Grand Prairie, Texas, U.S."
588,SHAED,"Washington, D.C."
589,Shakira,"Barranquilla, Colombia"
590,Shawn Mendes,"Pickering, Ontario, Canada"
591,Sheck Wes,"New York City, U.S."
592,Shinedown,"Jacksonville, Florida, U.S."
593,Shontelle,"Saint James, Barbados"
594,Shop Boyz,"Bankhead, Atlanta, Georgia, United States"
595,Sia,"Adelaide, Australia"
596,Silento,"Stone Mountain, Georgia, U.S."
597,Skip Marley,"Kingston, Jamaica"
598,Skrillex,"Los Angeles, California, U.S."
599,Skylar Grey,"Mazomanie, Wisconsin, U.S."
600,Slim Thug,"Houston, Texas, U.S."
601,Snoop Dogg,"Long Beach, California, U.S."
602,Snow,"Toronto, Ontario, Canada"
603,Snow Patrol,"Dundee, Scotland"
604,Social House,"Pittsburgh, Pennsylvania, US"
605,Sons,
606,Soulja Boy,"Chicago, Illinois, U.S."
607,Spearhead,"Oakland, California, Stati Uniti"
608,SpotemGottem,"Jacksonville, Florida, U.S"
609,Static Major,"November 11, 1974Louisville, Kentucky, U.S."
610,StaySolidRocky,"San Antonio, Texas, U.S."
611,Sugarland,"Douglas, Georgia, U.S."
612,Superpower,
613,Surf Mesa,"Sammamish, Washington, U.S."
614,Surfaces,"College Station, Texas, United States"
615,Swae Lee,"Tupelo, Mississippi, U.S."
616,Swedish House Mafia,"Stockholm, Sweden"
617,SZA,"St. Louis, Missouri, U.S."
618,T-Pain,"Tallahassee, Florida, U.S."
619,T-Wayne,"Abilene, Texas"
620,T.I.,"Atlanta, Georgia, U.S."
621,Tae,"Green Bay, Wisconsin, U.S."
622,Taio Cruz,"Brent, Greater London, England"
623,Tate McRae,"Calgary, Alberta, Canada"
624,Tay Dizm,"Miami, Florida, U.S."
625,Taylor Hicks,"Birmingham, Alabama, U.S."
626,Taylor Swift,"West Reading, Pennsylvania, U.S."
627,Teddy Geiger,"Rochester, New York, U.S."
628,Tems,"Lagos, Nigeria"
630,The All-American Rejects,"Stillwater, Oklahoma, U.S."
631,The Band Perry,"Greeneville, Tennessee, U.S."
632,The Black Eyed Peas,"Los Angeles, California, U.S."
633,The Cataracs,"Berkeley, California, United States"
634,The Chainsmokers,"New York City, U.S."
635,The DEY,"South Bronx, New York City, New York, United States"
636,The Fray,"Denver, Colorado, U.S."
637,The Game,"Compton, California, Stati Uniti"
638,The Kid LAROI,"Waterloo, New South Wales, Australia"
639,The Lumineers,"Denver, Colorado, U.S."
640,The Neighbourhood,"Newbury Park, California, U.S."
641,The Pussycat Dolls,"Los Angeles, California, U.S."
642,The Red Jumpsuit Apparatus,"Middleburg, Florida, U.S."
643,The Scene,"Los Angeles, California, U.S."
644,THE SCOTTS,"Houston, Texas, U.S."
645,The Script,"Dublin, Ireland"
646,The Throne,
647,The Veronicas,"Albany Creek, Queensland, Australia"
648,The Wanted,"Swinton, Greater Manchester, England"
649,The Weeknd,"Toronto, Ontario, Canada"
650,The-Dream,"Rockingham, North Carolina, U.S."
651,Thomas Rhett,"Valdosta, Georgia, U.S."
652,Thompson Square,"Nashville, Tennessee, U.S."
653,Three 6 Mafia,"Memphis, Tennessee, U.S."
654,Tiara Thomas,"Indianapolis, Indiana, U.S."
655,Tim McGraw,"Start, Louisiana, U.S."
656,Timbaland,"Norfolk, Virginia, U.S."
657,Tinashe,"Pasadena, California, U.S."
658,Tinie Tempah,"Plumstead, London, England"
659,Toby Keith,"Moore, Oklahoma, U.S."
660,Tones And I,"Mount Martha, Victoria, Australia"
661,Too $hort,"Los Angeles, California, U.S."
662,Tory Lanez,"Brampton, Ontario, Canada"
663,Tove Lo,"Djursholm, Stockholm, Sweden"
664,Trace Adkins,"Sarepta, Louisiana, U.S."
665,Train,"San Francisco, California, U.S."
666,Travie McCoy,"Geneva, New York, U.S. "
667,Travis Scott,"Houston, Texas, U.S."
668,Trevor Daniel,"Houston, Texas, U.S."
669,Trey Songz,"Petersburg, Virginia, U.S."
670,twenty one pilots,"Columbus, Ohio, U.S."
671,Ty Dolla $ign,"Los Angeles, California, U.S."
672,Tyga,"Compton, California, U.S."
673,Tyrese,"Los Angeles, California, U.S."
674,Uncle Kracker,"Mount Clemens, Michigan, U.S."
675,Unk,"Atlanta, Georgia, U.S."
676,Usher,"Dallas, Texas, U.S."
677,Vance Joy,"Melbourne, Victoria, Australia"
678,Vika Jigulina,"Cahul, Moldavian SSR, Soviet Union"
679,Vinz,"Oslo, Norway"
680,Waka Flocka Flame,"New York City, U.S."
681,Wale,"Gaithersburg, Maryland, U.S."
682,WALK THE MOON,"Cincinnati, Ohio, U.S."
683,Walker Hayes,"Mobile, Alabama, U.S."
684,Wanz,"Seattle, Washington, U.S."
685,Webbie,"Baton Rouge, Louisiana, U.S."
686,will.i.am,"Los Angeles, California, U.S."
687,Willy William,"Fréjus, Provence-Alpes-Côte d'Azur, France"
688,Wiz Khalifa,"Minot, North Dakota, U.S."
689,Wizkid,"Surulere, Lagos, Nigeria"
690,Wyclef Jean,"Croix-des-Bouquets, Haiti"
691,Wynter,"New York City, U.S."
692,X Ambassadors,"Ithaca, New York, United States"
693,XXXTENTACION,"Plantation, Florida, U.S."
694,YFN Lucci,"Atlanta, Georgia, U.S."
695,YG,"Compton, California, U.S."
696,Ying Yang Twins,"Atlanta, Georgia, U.S."
697,YK Osiris,"Jacksonville, Florida, U.S."
698,Ylvis,"Bergen,Norway"
699,YNW Melly,"	Gifford, Florida, U.S."
700,Yo Gotti,"Memphis, Tennessee, U.S."
701,Young Buck,"Nashville, Tennessee, U.S."
702,Young Dolph,"Chicago, Illinois, U.S. (raised in Memphis)"
703,Young Dro,"Bankhead, Atlanta, Georgia, United States"
704,Young Jeezy,"Columbia, South Carolina, U.S."
705,Young Money,"New Orleans, Louisiana, U.S."
706,Young Thug,"Atlanta, Georgia, U.S."
707,YoungBoy Never Broke Again,"Baton Rouge, Louisiana, U.S."
708,Yung Berg,"Chicago, Illinois, U.S."
709,Yung Bleu,"Mobile, Alabama, U.S."
710,Yung D,
711,Yung Joc,"Atlanta, Georgia, Stati Uniti"
712,Zac Brown Band,"Atlanta, Georgia, U.S."
713,Zacari,"Bakersfield, California, U.S."
714,Zara Larsson,"Solna, Stockholm, Sweden"
715,Zay Hilfigerrr,"Detroit, Michigan, Stati Uniti"
716,Zayion McCall,"Detroit, Michigan, Stati Uniti"
717,Zayn,"Bradford, West Yorkshire, England"
718,Zedd,"Kaiserslautern, Germany"
